# Detected language: en (p=1.00)

[0.00s -> 9.00s]  Okay, let's just get started.
[1044.00s -> 1051.00s]  And then I'm going to do an update step where I'm going to take these rationales that I filtered in my first stage.
[1052.00s -> 1054.00s]  I'm going to fine-tune the language model on that.
[1054.00s -> 1066.00s]  And then I can do this iteratively. Now I have an updated language model, I can get hopefully better rationales, and then I can update the language model on better rationales to get an even better language model, and I can keep doing that.
[1066.00s -> 1092.00s]  And the results are promising, but what we find is on GSM8K, which is this grade school math dataset of algebraic word problems, as you increase the number of iterations of self-training, we see a slight improvement in performance, and then it starts degrading.
[1092.00s -> 1112.00s]  Math is another dataset that again focuses on multi-step reasoning, covering math problems. And again, on this dataset we see that as we do more iterations of this reinforced self-training paradigm, we see an improvement in the accuracy.
[1113.00s -> 1131.00s]  And the numbers in orange here are a much larger PALM model. The numbers in blue are a smaller model. And the dashed lines represent what you get if you did supervised fine-tuning on human-provided rationales.
[1131.00s -> 1145.00s]  So one of the promising things about this approach is when you do multiple iterations of self-training on your own rationales, you can outperform human-generated rationales.
[1145.00s -> 1163.00s]  And that is exemplified again in this graph, where what we find is the blue bar represents accuracy when you take the PALM model and you do supervised fine-tuning on human-provided rationales.
[1164.00s -> 1183.00s]  And then in green is if you controlled for the—sorry, so blue is if you fine-tuned on all human-provided rationales. Orange is if you fine-tuned on one rationale per training example. And these are written by humans.
[1183.00s -> 1197.00s]  In green, it's what you get if you fine-tune on one rationale chosen at random per question, which is generated by the model. So it's controlling for the number of rationales.
[1197.00s -> 1209.00s]  And we see that it outperforms human-provided rationales. And then if you sort of do the full multi-step iterative procedure where you keep improving the model, we see again a boost in performance.
[1210.00s -> 1213.00s]  So that's super promising.
[1213.00s -> 1222.00s]  Let's kind of start revisiting the question that we asked in the beginning about reasoning in language models.
[1222.00s -> 1231.00s]  So one way of answering that question is we can apply all these methods and we can look at benchmarks.
[1231.00s -> 1243.00s]  But maybe the way to answer the question correctly is to be more systematic, come up with counterfactual tasks, and be very careful about possible data contamination.
[1243.00s -> 1248.00s]  And I'm going to show some results around that.
[1248.00s -> 1260.00s]  So we started the lecture with chain of thought, and maybe the first question to ask is, are the rationales that the model produces with chain of thought faithful?
[1260.00s -> 1270.00s]  What I mean by faithful is maybe the model produces some rationale, and then it produces an answer, but maybe the answer does not even depend on the rationale that it produced.
[1270.00s -> 1283.00s]  So maybe the question was, Tom has three apples and Jerry has four apples, and the rationale it produced was, Tom has three apples, Jerry has four, three plus four is seven, so the answer is 25.
[1283.00s -> 1288.00s]  So in a case like that, you'd say that the model was not faithful to its rationale.
[1288.00s -> 1304.00s]  And so what we see in this plot is a very careful experiment where on the x-axis, we have the number of reasoning samples.
[1304.00s -> 1306.00s]  So the setup is something like this.
[1306.00s -> 1310.00s]  So for every question, the model produces a rationale.
[1311.00s -> 1314.00s]  And the rationale here is multiple sentences.
[1314.00s -> 1324.00s]  And what we're going to do is we're going to force the model to sort of early exit from its rationalization and just force it to produce an answer.
[1324.00s -> 1331.00s]  So if it produced four rationales, I can early exit right after the first rationale and ask it to produce an answer.
[1331.00s -> 1335.00s]  I can exit after the second rationale, ask it to produce an answer, and so on.
[1335.00s -> 1343.00s]  And what I'm going to plot on the y-axis is the model's accuracy after early exiting in this procedure.
[1343.00s -> 1355.00s]  So let's say that I early exited after just one rationale, and the model produced exactly the same answer that it would if it had seen all four sentences in its rationale.
[1355.00s -> 1361.00s]  Then maybe we can conclude that the kind of reasoning is not faithful.
[1361.00s -> 1365.00s]  It doesn't matter if the model sees the full rationale or just the first sentence.
[1365.00s -> 1374.00s]  And if you take that to the extreme, maybe you terminate even without any rationale and it produces the same answer.
[1374.00s -> 1388.00s]  So the results here are somewhat mixed, but we see that there are enough data sets where it doesn't matter if the model sees the full rationale before answering or if you early exit.
[1388.00s -> 1398.00s]  You kind of get the same answer, which means that sometimes these rationales may be post-hoc explanations of the model's answer.
[1398.00s -> 1409.00s]  Another experiment that tries to answer this exact same question is you can take these rationales and then you can start corrupting them.
[1409.00s -> 1417.00s]  So maybe your rationale was length four, and then I generate the first rationale, the second rationale, and for the third rationale I just corrupt it.
[1417.00s -> 1421.00s]  And then the fourth rationale, and then I ask the model to generate my answer.
[1421.00s -> 1433.00s]  If it turns out that no matter how much I corrupt my rationale, the model produces the same answer, then I can conclude that, again, the answer kind of did not depend on my rationale.
[1433.00s -> 1445.00s]  So on the x-axis, we are looking at the percentage of reasoning steps before I add sort of a mistake in the rationale.
[1445.00s -> 1459.00s]  So what you should see is kind of a strictly increasing trend where if I add a mistake after the very first step, then that's probably going to change the answer a lot.
[1459.00s -> 1464.00s]  And then if I add a mistake after the last step, that maybe doesn't change the answer all that much.
[1464.00s -> 1475.00s]  But again, we find that for some data sets, it so happens that you can add a mistake in the first sentence in your rationale, and the answer is not going to change all that much.
[1475.00s -> 1484.00s]  And so that's also kind of an indicator that maybe these rationales are sort of post-hoc explanations of the model's behavior.
[1484.00s -> 1487.00s]  So yeah, so there's a lot of lines here.
[1487.00s -> 1499.00s]  So if anyone has questions, I see a few blank faces in the audience.
[1499.00s -> 1502.00s]  OK, so let's keep moving.
[1502.00s -> 1511.00s]  OK, so that was about whether the models, whether sort of chain of thought expresses kind of a reasoning that the model is faithful to.
[1512.00s -> 1517.00s]  Another question you could ask is, what if I changed my setting a little bit?
[1517.00s -> 1523.00s]  So my model, let's say I observe that it's able to do arithmetic in base 10.
[1523.00s -> 1526.00s]  So it's able to answer something like 12 plus 14.
[1526.00s -> 1529.00s]  Does that mean that my model knows how to do arithmetic?
[1529.00s -> 1536.00s]  Or maybe there was just this exact same example was present in the training data.
[1536.00s -> 1547.00s]  So one way you could test for this is by creating counterfactuals, which, based on our understanding of the data, you expect to not be present that frequently in the training data.
[1547.00s -> 1552.00s]  So instead of doing base 10 addition, you could do addition in base 9.
[1552.00s -> 1560.00s]  And then if the model has the same accuracy in base 9, then you can conclude that maybe this model has understood how to do addition.
[1560.00s -> 1571.00s]  Similarly for logic, maybe the reason why the model is so good at solving logic problems is because it's seen something very similar in its training data.
[1571.00s -> 1576.00s]  So what if I construct a world where, I don't know, corgis are reptiles?
[1576.00s -> 1580.00s]  Can it still do this logic problem?
[1581.00s -> 1590.00s]  And so what we find is there is sometimes a pretty significant drop when you move from...
[1590.00s -> 1591.00s]  There's a question?
[1591.00s -> 1593.00s]  Sorry, could you repeat the question?
[1593.00s -> 1597.00s]  Why is base 9 counterfactual in base 10?
[1597.00s -> 1608.00s]  So it's a counterfactual in the sense that the authors comment that base 10 addition is frequently observed in training data.
[1608.00s -> 1611.00s]  But very few people do base 9 addition.
[1611.00s -> 1615.00s]  And so there's going to be much fewer examples of this in training data.
[1615.00s -> 1618.00s]  So it's more so out of distribution rather than counterfactual, right?
[1618.00s -> 1619.00s]  Yeah.
[1619.00s -> 1626.00s]  So you can also call it out of distribution, for sure.
[1626.00s -> 1637.00s]  And yeah, so from results, what we see is there's this drop in performance, even for very simple logic problems that don't involve multiple steps of reasoning.
[1637.00s -> 1648.00s]  So kind of a significant drop in performance, which maybe suggests that there is not that much reasoning, there's more memorization.
[1648.00s -> 1650.00s]  Yeah.
[1650.00s -> 1662.00s]  So we could keep going with this paradigm of changing the problem setting so that it starts looking out of distribution to the training corpus.
[1663.00s -> 1669.00s]  And this is exactly what was done in this paper that looked at analogical reasoning.
[1669.00s -> 1672.00s]  So basically the setup is something like this.
[1672.00s -> 1677.00s]  I'm going to show certain examples of string transformations.
[1677.00s -> 1681.00s]  And I'm going to ask the model to generalize to new examples.
[1681.00s -> 1688.00s]  So in this extend sequence problem, I have ABCD and the output is ABCDE.
[1688.00s -> 1695.00s]  And then given IJKL, the model has to produce IJKLM, and so on.
[1695.00s -> 1709.00s]  Now the way you can make this into a counterfactual or something that is out of distribution is maybe you can change what the extend sequence task is.
[1709.00s -> 1716.00s]  So now instead of outputting ABCDE, maybe the model has to output ABCDF.
[1716.00s -> 1726.00s]  So instead of outputting the next character, it has to output one more, so the second character after the next, and so on.
[1726.00s -> 1736.00s]  The other kind of counterfactual you could add is instead of operating on the standard alphabet, you could modify the alphabet completely.
[1736.00s -> 1742.00s]  So instead of the alphabet being ABCD, maybe you start at XY and so on.
[1743.00s -> 1749.00s]  So what we find is, so we find two things.
[1749.00s -> 1760.00s]  The first thing that we find is that there's a significant drop in performance as we go from the standard sort of analogical reasoning problem to one of these counterfactuals,
[1760.00s -> 1766.00s]  where we either change the alphabet, we change the description of the task so that it becomes slightly unnatural.
[1767.00s -> 1777.00s]  On the other hand, the authors also did this exact same experiment on human subjects, where they find very little decrease in performance.
[1779.00s -> 1789.00s]  So overall, what this result suggests is maybe there's some reasoning, maybe there's some memorization, but there's nothing systematic.
[1790.00s -> 1799.00s]  So again, this is all emerging, so maybe someone will find that if you change your prompt a little bit, now models can do reasoning.
[1799.00s -> 1802.00s]  But this is kind of the current lay of the land.
[1806.00s -> 1809.00s]  So that was sort of the reasoning module of the lecture.
[1809.00s -> 1815.00s]  I'm going to now switch gears and talk about language model agents.
[1815.00s -> 1830.00s]  And this is kind of related to reasoning in the sense that reasoning involves sort of this multi-step inferences where given some facts, you have to arrive at completely new conclusions.
[1830.00s -> 1837.00s]  With agents, what we'll see is that there's some high level kind of objective a model has to accomplish,
[1837.00s -> 1846.00s]  and it has to reason about post-conditions, object affordances, kind of uncertainty in the world to carry out a sequence of steps.
[1848.00s -> 1850.00s]  So let's start with some terminology.
[1852.00s -> 1854.00s]  So we have our agent on the right.
[1855.00s -> 1858.00s]  That's going to be some neural network.
[1858.00s -> 1860.00s]  And then we have an environment.
[1862.00s -> 1866.00s]  I'll give some examples of what these environments could be.
[1868.00s -> 1876.00s]  The agent receives an observation from its environment, and based on the observation, it issues an action.
[1878.00s -> 1886.00s]  And along with that, it receives this second variable, g, and g represents a language instruction.
[1888.00s -> 1893.00s]  So there's many names for this setting and these models.
[1893.00s -> 1898.00s]  Digital agent, language condition policy, or an instruction following agent.
[1901.00s -> 1914.00s]  Some examples of environments are maybe it's sort of a web browser and sort of a browsing environment where the objective is to book a flight from San Francisco to New York.
[1915.00s -> 1925.00s]  And the observation could either be a raw pixel that the model sees, or it could be the HTML DOM representation.
[1927.00s -> 1940.00s]  And the action space, if you're looking at these web environments, could be typing on specific web elements, clicking on web elements, moving your mouse to a certain web element to interact with it, and so on.
[1941.00s -> 1951.00s]  And yeah, this has sort of a vast number of applications. I don't think I can cover all applications, but we can look at some.
[1951.00s -> 1955.00s]  So there's obviously digital assistance.
[1955.00s -> 1962.00s]  I'm not going to say the names because I know people might start popping up.
[1963.00s -> 1970.00s]  But you can give them natural language commands and set an alarm, set reminders, and so on.
[1971.00s -> 1981.00s]  You could also do natural language programming where you could, given natural language descriptions, get a model to write Python code.
[1982.00s -> 1990.00s]  Another example of this could be UI automation where maybe you want to do automated testing of UI elements.
[1991.00s -> 2002.00s]  And so instead of having a human verify whether a UI element works, maybe you can get a model to execute actions corresponding to a given instruction.
[2003.00s -> 2013.00s]  Or it could be something more user-facing where, given some kind of complex environment like Spotify, you could ask an agent to play some songs.
[2014.00s -> 2029.00s]  And then finally, there is this sort of emerging application where we want to add additional tools or plug-ins to language models so that they can control various different applications.
[2033.00s -> 2042.00s]  So before we look at how we can use language models to do instruction following, I think it's very helpful to look at how this was done before language models.
[2043.00s -> 2047.00s]  So there were basically three main ideas.
[2048.00s -> 2059.00s]  Sometimes the right thing to do was collect examples of utterances paired with logical forms.
[2060.00s -> 2071.00s]  So logical forms could be some kind of an executable representation that you could just execute against either a knowledge graph or a database to get an answer.
[2071.00s -> 2075.00s]  So maybe you have a query like, what state borders Texas?
[2076.00s -> 2087.00s]  And then there exists some sort of program description that you could execute against a knowledge graph to get an answer or a list here.
[2088.00s -> 2095.00s]  And idea number one that people looked at was to treat this as almost like machine translation.
[2095.00s -> 2108.00s]  So you have a source language, which is sort of English commands, and then you have a target language, which is sort of these meaning representations or logical forms.
[2109.00s -> 2115.00s]  And then you could apply the same machinery from assignment three to build kind of a natural language interface here.
[2116.00s -> 2123.00s]  So you directly maximize the probability of a sequence of actions given a goal or a command.
[2123.00s -> 2130.00s]  Idea number two was something a little bit more complex.
[2131.00s -> 2136.00s]  So here you have instructions paired with actions.
[2137.00s -> 2150.00s]  Instead of directly mapping instructions to actions, I'm going to infer an executable plan from these instructions and action sequences.
[2150.00s -> 2161.00s]  And I'm going to train a model to go from instructions to these plans and then define a very rich execution model that's going to directly execute these plans.
[2162.00s -> 2177.00s]  The advantage of this is maybe there is more sort of high level decisions you could encode in your plan, which would be harder to get into the model if you were to just train it to produce the action trajectories directly.
[2177.00s -> 2187.00s]  And I have an example of a system like that from 2011, which was basically an agent that could navigate in sort of grounded environments.
[2188.00s -> 2195.00s]  And yeah, the idea was something like this, that we kind of took an instruction and obtained a plan.
[2196.00s -> 2207.00s]  And then you would train a semantic parser, which is basically like this kind of machine translation system that would convert commands into sequences of into this plan.
[2207.00s -> 2218.00s]  And then once that's trained, at test time given a completely new instruction, you would run the semantic parser, get this plan, and then execute it in this execution model.
[2219.00s -> 2227.00s]  And I have an example of an instruction and a plan from this 2011 system.
[2228.00s -> 2239.00s]  The third idea, which is probably maybe the first one that comes to mind if you see a setting like that, is to use reinforcement learning directly.
[2240.00s -> 2246.00s]  And what people did there was to use RL to directly map instructions into actions.
[2246.00s -> 2258.00s]  So I'm going to learn a policy that outputs actions that maximize some reward, which is conditioned on my natural language instruction and the observation.
[2259.00s -> 2269.00s]  And this reward could be both sparse, which is I carry out the entire task and then my environment tells me if I achieve the task or not, or it could be something that I obtain after each step.
[2269.00s -> 2277.00s]  So I take an action and then the environment tells me if this action sort of completed some percentage of my task or not.
[2278.00s -> 2286.00s]  And on the top I've included an example of a system from 2009 that did this for automated Windows debugging.
[2287.00s -> 2300.00s]  And so you have some natural language instruction to click some UI elements and that gets mapped into kind of an API command that the model executes one after the other.
[2300.00s -> 2307.00s]  Okay, so these are basically the three main ideas that people had before language models.
[2308.00s -> 2322.00s]  You would either train semantic parsers, you would either infer these plans from instruction trajectory pairs and then learn to directly model plans and then have an execution model that can execute plans.
[2323.00s -> 2326.00s]  Or you would do reinforcement learning if you had a reward signal.
[2327.00s -> 2329.00s]  So how do we do things in 2024?
[2330.00s -> 2333.00s]  So there are a few ways to think about this.
[2334.00s -> 2339.00s]  I think maybe most instructive is to think about what we are trying to achieve.
[2340.00s -> 2345.00s]  So we are trying to model trajectories, so sequence of actions, conditioned on some goal.
[2346.00s -> 2355.00s]  So I want my model to book a flight from San Francisco to New York and I want it to produce a trajectory of maybe typing and clicking actions.
[2356.00s -> 2358.00s]  So let's look at how that factorizes.
[2359.00s -> 2372.00s]  So the probability of a trajectory conditioned on a goal or an instruction is just the probability of the state, action, next state and so on conditioned on the goal.
[2373.00s -> 2375.00s]  And you could factorize that into two terms.
[2376.00s -> 2380.00s]  So the first term is sort of the transition dynamics of the environment.
[2380.00s -> 2387.00s]  And that's just what happens if I take a certain action in a given state, how is my state going to change?
[2388.00s -> 2399.00s]  And the second object is sort of the agent policy, which is given my goal and the trajectory so far, what is the next action I should be taking?
[2400.00s -> 2408.00s]  And then people quickly realize that you could just treat this as kind of a generative problem.
[2408.00s -> 2416.00s]  So you could treat the problem of decision making in environments as sort of a generative trajectory modeling problem.
